"id","tier","target_folder","source_path","role","status","bytes","sha256"
"A71J","A","11_HIGHER_ORDERS_AND_SHELLS","F:\THEORY\programs\one_plaquette\shell6_o2\v2_authoritative\SHELL6_O2_EXACT_CHANNEL_CERTIFICATE_V2.json","Shell-six exact channel certificate","browseable output; atomic ZIP required for cold verifier","3377","D6B0EE30D4CDA1C77B6C8579E211DE394AC9E5AC716A0973579AE5FF165F8277"
"A72Z","A","11_HIGHER_ORDERS_AND_SHELLS","C:\Users\Alex\Downloads\SU3_Y6_M6_SCRATCH_PROOF_RESULTS_V1.zip","SU3 sixth-order m6 scratch-proof outputs","two-contraction exact agreement for historical branch; source-only bundle absent","20569361","5B210362B1E21AA2F1F4956AECD8AA498E88F6A92D780180B69C72C1BAAAED5B"
"A73Z","A","11_HIGHER_ORDERS_AND_SHELLS","F:\THEORY\ZIP ARCHIVES\SU3_Y5_COMPLETE_FIFTH_ORDER_BUNDLE.zip","Complete saved SU3 fifth-order band-shape bundle","exact historical source-chain output; physical scalar branch qualified","19754675","7824EA018EA40B5F17878A58737EDC6739ECB402E0C2996FA9607AFC17604691"
"B73Z","B","11_HIGHER_ORDERS_AND_SHELLS","F:\THEORY\ZIP ARCHIVES\SU3_O5_CONSOLIDATED_AND_Y6_PREFLIGHT_2026-06-14.zip","Canonical-u O5 consolidation and Y6 preflight","historical O5 archive; Y6 preflight only","30027","C7F3D2246E5E8E15069F112D8B17877B1ADEFB210FB5B562E815BAB22F621FDB"
"A76M","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\programs\rooted_capacity_program\SU(3) Three-Term Local Gap (1).md","SU3 three-term local weak-well gap theorem source","proved local theorem; global rooted chain conditional","8481","61F1E42E1EFF8C18DF7EF107BDD7B561BA8AF422D6857C9EC0A135889879373E"
"A80M","A","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\m4_scaling\M4_TC_CLOSED_FORM_2026-06-12.md","Exact finite-torus OP1 comparator closed forms","derived theorem; deterministic comparator only","17397","6396434D35CFF8696240D469349DDA64A4F2B87C33558A2F4930F02FA9ACE2EA"
"A80B","A","12_ADJACENT_OP1","F:\THEORY\programs\op1_defect_sparsity\LEMMA_B_PROOF_2026-06-12.md","Uniform continuum-side comparator bound","exact rational proof subject to cited constant intervals and envelope reduction","13093","D9979403E0BA01D7CA093CC7389E4C2AC4CDAE01985F990FDDD493431304A2CF"
"A80BC","A","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\m4_scaling\lemma_b_cert.py","Lemma B exact certificate engine","cold exact-arithmetic core plus consistency gates","18254","363970059CC899B7671736D1DAD151EE026D461639169998BF58AE82F7937A0E"
"A80BJ","A","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\m4_scaling\lemma_b_cert.json","Lemma B certificate output","current result","3135","344AFA3C37BAF899F89E772F7ACD10B8EDDAF277687D274C2413C76C91423512"
"A80A","A","12_ADJACENT_OP1","F:\THEORY\programs\op1_defect_sparsity\LEMMA_A_CLOSURE_2026-06-12.md","Cover-domination proof architecture","global claim pending formal interval audit; large-time region analytic","12626","3BCC6B4D4B1275A1791525DB37F0932CCD2FC515B5965D9E0B1D76458647436A"
"A80AC","A","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\m4_scaling\lemma_a_window_cert.py","Compact-window numerical evaluator","high-precision cell sweep; not a rigorous interval certificate","10655","0DB5F6261B649F1FB1462B4B9DCB46CA690E8D61DE7D151D8E5A9A161DB478A2"
"A80AJ","A","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\m4_scaling\lemma_a_window_cert.json","Compact-window evaluator output","strong numerical evidence; verdict label overstates rigor","1890","89ACBB4E00DE5D0D3E8DE33DA4D0D593DBBC2C28ACCA7F25CA1BCFC3603CC20E"
"A81M","A","12_ADJACENT_OP1","F:\THEORY\programs\op1_defect_sparsity\S_CHESSBOARD_ROUTE_2026-06-12.md","Plaquette-animal theorem and conditional chessboard route","animal count proved; Peierls display conditional","20815","DFDFFAD255A4390E14C760FBDA669EA0F12B9EF8B979B5D7A301BA312DEFC640"
"A81C","A","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\s_chessboard\s_chessboard_rate.py","Animal-count and route evaluator","supporting exact enumeration and numerical checks","9567","C327859170482D1685115F34328DD6E026E050C8BD691DB7E0AA55089551FA7E"
"A81J","A","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\s_chessboard\s_chessboard_rate.json","Animal-count and route output","supporting result","27657","16BE3920A20EE1BFDDC91D891501983F05F49434FFB72ECEB7CA4245CF9010E3"
"A82M","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\programs\op1_defect_sparsity\za_cap_geometry\ZA_CAP_GEOMETRY_2026-06-12.md","Bare-cap theorem and cap-rate dossier","bare theorem exact; finite prefactors numerical; far-source open","20319","8A4FD76A8918B27DFEC97724D88E79FA953307F0FFB3132348A47E119B70707E"
"A82C","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\programs\op1_defect_sparsity\za_cap_geometry\za_cert_v5.py","Canonical bare-cap and counterexample engine","mixed analytic verification and sampling evidence","8296","C9D66B5C0196BC883A17AAA21A4F2EDDD242D39C002C557B9CBDCF27B5DF1454"
"A82J","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\programs\op1_defect_sparsity\za_cap_geometry\za_cap_cert.json","Bare-cap and counterexample output","supporting mixed-status result","1941","19E2E589D2D1B6B16E58ECB7049FA4A30533429591C239476F8F241FEA3E2756"
"A82F","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\records\review\findings\F037_za_cap_geometry.md","Bare-cap geometry review","status firewall and counterexample record","6392","79BE1572450B1CE4273996E737EF86972A9E3522E102CF023E3F3AE0380A3F41"
"A83C","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\programs\op1_defect_sparsity\za_cap_geometry\za_multicap_v2.py","Multi-cap asymptotic-rate quadrature","rate theorem analytic for regular intersections; prefactor evidence numerical","5454","D42026C75A6FF85D8007E4C0D9E8CFB38CEBBF272791DB04B1F4F548BCAEEF06"
"A83J","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\programs\op1_defect_sparsity\za_cap_geometry\za_multicap_cert.json","Multi-cap quadrature output","four-geometry evidence; no uniform-prefactor proof","2027","73B3E330953A310097A10B6C4E51D052C9F7F7C73713E28443568A8A2062CEEE"
"A83F","A","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\records\review\findings\F038_za_multicap_rate.md","Multi-cap large-deviation review","exact exponential rate with regularity hypotheses; prefactor open","7180","D02054D377AF9D7F3A462C8131B530661316B84A7758FD7BFE65E2498F72A97F"
"B80","B","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\RESULTS_2026-06-11.md","Finite-volume OP12 theta scan","underthermalized Monte Carlo calibration only","6197","B30B28B4D6E57B6B07D4B47C713355EC904E8ABCE2F206AE02C8FFC3295D8CC7"
"B81","B","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\m2_certificates\M2_RESULTS_2026-06-12.md","Pair-level certificates on sampled defects","exact finite-set computations plus Monte Carlo sampling","3816","0FB85DE8408F081CBA711B55E735C89B744C633F4628A76C3BD5DE07994480D4"
"B82","B","12_ADJACENT_OP1","F:\THEORY\records\review\findings\F034_ebar1_chessboard_negative.md","Single-class chessboard obstruction","finite-volume Monte Carlo negative evidence","6963","00809B173E9B8DE34A69DF7EDFAEE4F97A55E4D1923133F3DD0BE2F71712F3C0"
"B83","B","12_ADJACENT_OP1","F:\THEORY\records\review\findings\F036_delta_max_comparator_faithfulness.md","Local SU3 curvature analysis","local law exact; global comparator ceiling architecture-conditional","9300","94E482370681D460AFEBCCE5D4225E5AF124E745CAF428B7CE2E32DDAE41A927"
"B84","B","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\records\review\findings\F043_local_amplification_quadrature.md","Local cap-amplification diagnostic","finite SU2 numerical evidence; far-source decay open","6655","0D124C0AEC59F3E96ACACEDA37C903C5C676EA14B9A86ECF16890E8D0741D908"
"B85","B","12_ADJACENT_OP1","F:\THEORY\numerics\op12_theta\m4_scaling\M4_TC_ASYMPTOTICS_2026-06-12.md","OP1 diagonal log-law and sparsity-scaling interface","exact finite-L sum; asymptotic and Peierls consequences qualified","9044","CD96E1C3004B7E51E7A095959F129C18D302E54EDF19EEAA4FCF946B73E32ECE"
"B90S","B","00_README_STATUS_MANIFEST","F:\THEORY\STATE.md","F-THEORY registry snapshot","routing authority within June snapshot; lags later Downloads evidence","23706","88DB62EA34E4106EE3CE29DBDD1072CB195949DCD43785A6C118D673EDBC8C4D"
"B90H","B","00_README_STATUS_MANIFEST","F:\THEORY\CHARTER.md","F-THEORY scope charter","governance and program-boundary source","2401","F819C982FC5F0F95A3D0B0ED90FCD8A2A6EF3A521A59C99DF8B3AF82B561FA85"
"B90C","B","00_README_STATUS_MANIFEST","F:\THEORY\theory\CHAIN_STATUS_MAP.md","June proof-chain status map","citation-safety and open-gate registry","11069","A9D7D83D4D616F484AD03DDA4DAC4D6567CF6C2CB0737528CD35C4FF05106990"
"B90V","B","90_SUPERSEDED","F:\THEORY\theory\CONVENTIONS.md","Historical convention registry","mixed and stale y row; normalization audit controls","8728","0C156D1CFFB3B83CA74B59E990289F07C3C48AA41B5507AB7837F6F9206C0508"
"B90O","B","00_README_STATUS_MANIFEST","F:\THEORY\theory\OPEN_PROBLEMS.md","Open-problem registry","program router; statuses require date comparison","28091","DC04724BCB68BD37E34143C21BA2E783111A0DC2BED5409398179CB5B9B27F8E"
"B90P","B","00_README_STATUS_MANIFEST","F:\THEORY\programs\one_plaquette\PROGRAM_INDEX.md","One-plaquette program router","use for navigation; odd sigma signs stale","9636","DD82E25A277FB396C92676103E62CDE463D703316FD5D921F2054790BA3CD31A"
"B94","B","13_ADJACENT_CAPACITY_PMBSF","F:\THEORY\records\review\findings\F026_rooted_capacity_deep_read.md","Rooted-capacity scope audit","separates local theorem from conditional global chain","4557","F09023EA2178CB8A402C95DF2FF260DA24A36F507D6956AC69352C317A644895"
"C07","C","90_SUPERSEDED","C:\Users\Alex\Downloads\MASTER_THEORY_UNIFIED_2026-08-20_v3.md","Previous unified scientific authority","superseded by v4.1","42480","134A604B96BEC35C2828E5B05AF00F1C8A51002BB43323A02E9A840D31BC766A"
"C08","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_SOURCE_CONSOLIDATION_GUIDE_2026-08-20_v3.md","Previous consolidation guide","superseded by guide v4","19642","2F0FC2973602B042D616CEED84C436DAC1FEA20C49DB8602F890FC4212918580"
"C09","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_CANONICAL_SOURCE_MANIFEST_2026-08-20_v3.csv","Previous byte-level provenance snapshot","superseded by manifest v4","19335","E11DE975C4CC3A4B4EFFEC7708ACF05FE96B8BAFD6BB39B853F50C851EC6C7A3"
"C10","C","90_SUPERSEDED","C:\Users\Alex\Downloads\MASTER_THEORY_UNIFIED_2026-08-20_v4.md","Intermediate deep-pass master","superseded by v4.1 curvature-proof correction","55458","9D305B9E62BBB2565427142421E28D3CFA7F05C686E7A871EC553D809841493E"
"C11","C","90_SUPERSEDED","F:\THEORY\programs\one_plaquette\su3_y6_m6\M6_RESULT_2026-06-15.md","Original m6 result note","superseded provisional status; retained lineage","3429","D3FF3ACE2051F422C66AE1C367583B2D1F9BFBA80B2A1C7D50F8F8444B09B19C"
"C12","C","90_SUPERSEDED","F:\THEORY\programs\one_plaquette\su3_y6_m6\M6_INDEPENDENT_VERIFICATION_2026-06-15.md","Original m6 primitive-layer verification","superseded by later output bundle; retained lineage","3205","2671CBB0EB900B212FFF74345C7033389308AED8EDD5624E38619A877ECDD96C"
"C13","C","90_SUPERSEDED","F:\THEORY\ZIP ARCHIVES\GLUEBALL_FLAT_BAND_SOURCE_RELEASE_V0_8.zip","Legacy flat-band publication snapshot","superseded coupling and exceptional-rank statuses","1665284","FF8336DA768CF82BE867B390C34B0860B241E645DC583FE316A28442396A5B06"
"C14","C","90_SUPERSEDED","C:\Users\Alex\Downloads\MASTER_THEORY_UNIFIED_2026-08-20_v4_1.md","Precondition-tightening master snapshot","superseded by v4.2","55969","337E9A2C3FE231F34C9F9A3EC15790B38D8752F0639956200003ECE262AD847A"
"C15","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_SOURCE_CONSOLIDATION_GUIDE_2026-08-20_v4.md","Precondition-tightening guide snapshot","superseded by guide v4.1","27349","EE908B613BD81AB2C0C6EA257659EE8741AA4C74D4201D594F3F21824064C103"
"C16","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_CANONICAL_SOURCE_MANIFEST_2026-08-20_v4.csv","Precondition-tightening provenance snapshot","superseded by manifest v4.1","33379","CCE54DD7E0E546D0758F21170F5BF57FA0B35661F4AA669DC8A7206950998A24"
"C17","C","90_SUPERSEDED","C:\Users\Alex\Downloads\MASTER_THEORY_UNIFIED_2026-08-20_v4_2.md","Master with corrected mathematics but stale internal version header","superseded by v4.2 final","56453","7FF37184E191F673BCC7D3ADA45C96578F3D952BA6AD5EEAF37A294C848F6975"
"C18","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_SOURCE_CONSOLIDATION_GUIDE_2026-08-20_v4_1.md","Guide preceding final filename alignment","superseded by guide v4.2 final","27357","17ED502C063A113B6763B28ABCF8510DBA10A185FA502C3436C03C0D1E8F1742"
"C19","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_CANONICAL_SOURCE_MANIFEST_2026-08-20_v4_1.csv","Provenance snapshot preceding final filename alignment","superseded by manifest v4.2 final","34124","BA693962363D329C020EAAFB1221300E13BEF4C44428636BA1C9E4A6B563D695"
"C20M","C","90_SUPERSEDED","C:\Users\Alex\Downloads\MASTER_THEORY_UNIFIED_2026-08-20_v4_2_FINAL.md","Immediate pre-pentagonal scientific authority snapshot","superseded by unified master v4.3 final","56477","90AA6287E0CB7EF81B0FCC375EC518A7E6F24F4352051FA2B63F02C605440D95"
"C20G","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_SOURCE_CONSOLIDATION_GUIDE_2026-08-20_v4_2_FINAL.md","Immediate pre-pentagonal navigation snapshot","superseded by guide v4.3 final","27387","ABD1289D4F9DBD82FD17B9B4126DB70907AD799004A72D814B053FF1E2156930"
"C20X","C","90_SUPERSEDED","C:\Users\Alex\Downloads\GLUEBALL_CANONICAL_SOURCE_MANIFEST_2026-08-20_v4_2_FINAL.csv","Immediate pre-pentagonal provenance snapshot","superseded by manifest v4.3 final","34964","1D0396F5AADAFFDDEEC400FA1971ED263BDCAA663617AA322929CFEA91EF82BE"
